START_DATE,END_DATE,EXPIRY,EXPIRY_CODE,SKEW_START,SKEW_END,SKEW_CHANGE
2026-06-01,2026-06-02,2026-07-17,2607,-0.0216653288191595,-0.0491477291783855,-0.027482400359226
2026-06-02,2026-06-03,2026-07-17,2607,-0.0491477291783855,-0.1134928440981003,-0.0643451149197148
2026-06-03,2026-06-04,2026-07-17,2607,-0.1134928440981003,-0.1217263991152072,-0.008233555017106903
2026-06-04,2026-06-05,2026-07-17,2607,-0.1217263991152072,-0.1145370682278751,0.007189330887332104
2026-06-05,2026-06-08,2026-08-21,2608,-0.2929662912851756,-0.2079547249303626,0.085011566354813
2026-06-08,2026-06-09,2026-07-17,2607,-0.1650918131837635,-0.2023213679279138,-0.037229554744150295
2026-06-09,2026-06-10,2026-08-21,2608,-0.3309999992922094,-0.2959784653933247,0.03502153389888474
2026-06-10,2026-06-11,2026-08-21,2608,-0.2959784653933247,-0.3080243373184532,-0.012045871925128515
2026-06-11,2026-06-12,2026-08-21,2608,-0.3080243373184532,-0.1729710656396861,0.1350532716787671
2026-06-12,2026-06-15,2026-08-21,2608,-0.1729710656396861,0.4594285324388169,0.632399598078503
2026-06-15,2026-06-16,2026-09-18,2609,-0.0303560910189286,-0.0221060565931753,0.0082500344257533
2026-06-16,2026-06-17,2026-09-18,2609,-0.0221060565931753,-0.0574062388256961,-0.0353001822325208
2026-06-17,2026-06-18,2026-09-18,2609,-0.0574062388256961,-0.0339331753055715,0.0234730635201246
2026-06-18,2026-06-22,2026-09-18,2609,-0.0339331753055715,0.0332759836877997,0.06720915899337121
2026-06-22,2026-06-23,2026-09-18,2609,0.0332759836877997,-0.0247892111214736,-0.0580651948092733
2026-06-23,2026-06-24,2026-08-21,2608,-0.0935502747411802,-0.0960693703981634,-0.002519095656983203
2026-06-24,2026-06-25,2026-09-18,2609,-0.0237945432245382,-0.0417090881636467,-0.0179145449391085
2026-06-25,2026-06-26,2026-09-18,2609,-0.0417090881636467,-0.0697520057076235,-0.028042917543976795
2026-06-26,2026-06-29,2026-09-18,2609,-0.0697520057076235,-0.0608031065927623,0.008948899114861193
2026-06-29,2026-06-30,2026-09-18,2609,-0.0608031065927623,-0.0828891408270052,-0.0220860342342429
2026-06-30,2026-07-01,2026-09-18,2609,-0.0828891408270052,-0.036352890312125,0.0465362505148802
2026-07-01,2026-07-02,2026-08-21,2608,-0.0745371969449596,-0.0874900637685844,-0.0129528668236248
2026-07-02,2026-07-03,2026-08-21,2608,-0.0874900637685844,-0.1052291646554239,-0.0177391008868395
2026-07-03,2026-07-06,2026-09-18,2609,-0.0582124190217201,-0.0472736249660972,0.010938794055622897
2026-07-06,2026-07-07,2026-09-18,2609,-0.0472736249660972,-0.0268878930143463,0.0203857319517509
2026-07-07,2026-07-08,2026-09-18,2609,-0.0268878930143463,-0.0079207418930467,0.018967151121299604
2026-07-08,2026-07-09,2026-12-18,2612,0.0521645865331784,0.0326306430758709,-0.019533943457307502
2026-07-09,2026-07-10,2026-08-21,2608,-0.0632406099596622,-0.0272032378429753,0.0360373721166869
2026-07-10,2026-07-13,2026-08-21,2608,-0.0272032378429753,0.1458613020835503,0.1730645399265256
2026-07-13,2026-07-14,2026-12-18,2612,0.135038178179197,0.0972140122079687,-0.0378241659712283
2026-07-14,2026-07-15,2026-09-18,2609,-0.0393678827737334,-0.0615342007255772,-0.022166317951843803
2026-07-15,2026-07-16,2026-09-18,2609,-0.0615342007255772,-0.0121114590895756,0.0494227416360016
2026-07-16,2026-07-17,2026-12-18,2612,0.0840632939785462,0.2386969803052672,0.154633686326721
2026-07-17,2026-07-20,2026-12-18,2612,0.2386969803052672,0.1575573296263357,-0.0811396506789315
2026-07-20,2026-07-21,2026-09-18,2609,0.0686215550977442,-0.089402251943267,-0.1580238070410112
2026-07-21,2026-07-22,2026-10-16,2610,0.0211725291825133,-0.1138466240466888,-0.1350191532292021
2026-07-22,2026-07-23,2026-10-16,2610,-0.1138466240466888,-0.0987314713053689,0.015115152741319901
2026-07-23,2026-07-24,2026-09-18,2609,-0.0896433652542289,-0.1330369042298545,-0.043393538975625603
2026-07-24,2026-07-27,2026-09-18,2609,-0.1330369042298545,-0.1148817689314548,0.01815513529839971
2026-07-27,2026-07-28,2026-10-16,2610,-0.0343599556960585,-0.202213458325934,-0.16785350262987547
2026-07-28,2026-07-29,2026-09-18,2609,-0.19599788825389,-0.1786120960613979,0.01738579219249209
