TRADE_DT,CODE,EXPIRY,TYPE,STRIKE,PRICE,VOLUME,OI,TAU,EXPIRY_CODE,FORWARD,SOURCE,SPOT,REPO,RISK_FREE_RATE,LOG_MONEYNESS,IS_OTM,IV,IV_STATUS
2026-06-01,MO2606-C-5200.CFE,2026-06-22,CALL,5200.0,3108.2,30.0,221.0,0.057534246575342465,2606,8305.8,FUTURE,8345.1291,0.0971069480741781,0.015,-0.4682954403522254,False,0.8533897921819613,OK
2026-06-01,MO2606-P-5200.CFE,2026-06-22,PUT,5200.0,0.8,26.0,2330.0,0.057534246575342465,2606,8305.8,FUTURE,8345.1291,0.0971069480741781,0.015,-0.4682954403522254,True,0.6945419144726066,OK
2026-06-01,MO2606-C-5400.CFE,2026-06-22,CALL,5400.0,2920.8,24.0,126.0,0.057534246575342465,2606,8305.8,FUTURE,8345.1291,0.0971069480741781,0.015,-0.4305551123693785,False,0.9525364766585147,OK
2026-06-01,MO2606-P-5400.CFE,2026-06-22,PUT,5400.0,1.0,21.0,803.0,0.057534246575342465,2606,8305.8,FUTURE,8345.1291,0.0971069480741781,0.015,-0.4305551123693785,True,0.656784224741787,OK
2026-06-01,MO2606-C-5600.CFE,2026-06-22,CALL,5600.0,2727.8,46.0,223.0,0.057534246575342465,2606,8305.8,FUTURE,8345.1291,0.0971069480741781,0.015,-0.39418746819850353,False,0.9364129900426745,OK
2026-06-01,MO2606-P-5600.CFE,2026-06-22,PUT,5600.0,1.0,1.0,1260.0,0.057534246575342465,2606,8305.8,FUTURE,8345.1291,0.0971069480741781,0.015,-0.39418746819850353,True,0.6055273906849283,OK
2026-06-01,MO2606-C-5800.CFE,2026-06-22,CALL,5800.0,2528.6,58.0,165.0,0.057534246575342465,2606,8305.8,FUTURE,8345.1291,0.0971069480741781,0.015,-0.3590961483872335,False,0.8694086480016505,OK
2026-06-01,MO2606-P-5800.CFE,2026-06-22,PUT,5800.0,1.2,15.0,1405.0,0.057534246575342465,2606,8305.8,FUTURE,8345.1291,0.0971069480741781,0.015,-0.3590961483872335,True,0.5664607215165165,OK
2026-06-01,MO2606-C-6000.CFE,2026-06-22,CALL,6000.0,2302.0,58.0,261.0,0.057534246575342465,2606,8305.8,FUTURE,8345.1291,0.0971069480741781,0.015,,False,,价格不高于Black-76内在价值边界
2026-06-01,MO2606-P-6000.CFE,2026-06-22,PUT,6000.0,1.0,9.0,1270.0,0.057534246575342465,2606,8305.8,FUTURE,8345.1291,0.0971069480741781,0.015,-0.3251945967115521,True,0.5076350141113883,OK
2026-06-01,MO2606-C-6200.CFE,2026-06-22,CALL,6200.0,2108.6,47.0,264.0,0.057534246575342465,2606,8305.8,FUTURE,8345.1291,0.0971069480741781,0.015,-0.2924047738885613,False,0.5535818317893162,OK
2026-06-01,MO2606-P-6200.CFE,2026-06-22,PUT,6200.0,1.0,25.0,1026.0,0.057534246575342465,2606,8305.8,FUTURE,8345.1291,0.0971069480741781,0.015,-0.2924047738885613,True,0.4607310842729844,OK
2026-06-01,MO2606-C-6400.CFE,2026-06-22,CALL,6400.0,1965.8,77.0,290.0,0.057534246575342465,2606,8305.8,FUTURE,8345.1291,0.0971069480741781,0.015,-0.2606560755739809,False,0.8201431169076687,OK
2026-06-01,MO2606-P-6400.CFE,2026-06-22,PUT,6400.0,1.2,64.0,1330.0,0.057534246575342465,2606,8305.8,FUTURE,8345.1291,0.0971069480741781,0.015,-0.2606560755739809,True,0.4232938928439741,OK
2026-06-01,MO2606-C-6600.CFE,2026-06-22,CALL,6600.0,1733.0,60.0,362.0,0.057534246575342465,2606,8305.8,FUTURE,8345.1291,0.0971069480741781,0.015,-0.2298844169072273,False,0.6186358339185627,OK
2026-06-01,MO2606-P-6600.CFE,2026-06-22,PUT,6600.0,1.2,31.0,1147.0,0.057534246575342465,2606,8305.8,FUTURE,8345.1291,0.0971069480741781,0.015,-0.2298844169072273,True,0.377904038259525,OK
2026-06-01,MO2606-C-6700.CFE,2026-06-22,CALL,6700.0,1664.4,83.0,79.0,0.057534246575342465,2606,8305.8,FUTURE,8345.1291,0.0971069480741781,0.015,-0.21484653954268684,False,0.702018621901779,OK
2026-06-01,MO2606-P-6700.CFE,2026-06-22,PUT,6700.0,1.4,112.0,548.0,0.057534246575342465,2606,8305.8,FUTURE,8345.1291,0.0971069480741781,0.015,-0.21484653954268684,True,0.3619116600808556,OK
2026-06-01,MO2606-C-6800.CFE,2026-06-22,CALL,6800.0,1511.2,94.0,586.0,0.057534246575342465,2606,8305.8,FUTURE,8345.1291,0.0971069480741781,0.015,-0.20003145375754608,False,0.4203017001114021,OK
2026-06-01,MO2606-P-6800.CFE,2026-06-22,PUT,6800.0,1.8,247.0,1865.0,0.057534246575342465,2606,8305.8,FUTURE,8345.1291,0.0971069480741781,0.015,-0.20003145375754608,True,0.34987578853664014,OK
2026-06-01,MO2606-C-6900.CFE,2026-06-22,CALL,6900.0,1419.4,317.0,206.0,0.057534246575342465,2606,8305.8,FUTURE,8345.1291,0.0971069480741781,0.015,-0.18543265433639344,False,0.4532255738799631,OK
2026-06-01,MO2606-P-6900.CFE,2026-06-22,PUT,6900.0,1.8,344.0,674.0,0.057534246575342465,2606,8305.8,FUTURE,8345.1291,0.0971069480741781,0.015,-0.18543265433639344,True,0.3270914857272645,OK
2026-06-01,MO2606-C-7000.CFE,2026-06-22,CALL,7000.0,1303.6,114.0,507.0,0.057534246575342465,2606,8305.8,FUTURE,8345.1291,0.0971069480741781,0.015,,False,,价格不高于Black-76内在价值边界
2026-06-01,MO2606-P-7000.CFE,2026-06-22,PUT,7000.0,2.8,785.0,3114.0,0.057534246575342465,2606,8305.8,FUTURE,8345.1291,0.0971069480741781,0.015,-0.17104391688429388,True,0.32268259244408987,OK
2026-06-01,MO2606-C-7100.CFE,2026-06-22,CALL,7100.0,1231.8,112.0,258.0,0.057534246575342465,2606,8305.8,FUTURE,8345.1291,0.0971069480741781,0.015,-0.15685928189233747,False,0.450350517420431,OK
2026-06-01,MO2606-P-7100.CFE,2026-06-22,PUT,7100.0,3.0,875.0,900.0,0.057534246575342465,2606,8305.8,FUTURE,8345.1291,0.0971069480741781,0.015,-0.15685928189233747,True,0.30208526423173887,OK
2026-06-01,MO2606-C-7200.CFE,2026-06-22,CALL,7200.0,1121.6,148.0,865.0,0.057534246575342465,2606,8305.8,FUTURE,8345.1291,0.0971069480741781,0.015,-0.14287303991759748,False,0.37579049137514475,OK
2026-06-01,MO2606-P-7200.CFE,2026-06-22,PUT,7200.0,3.6,1656.0,2321.0,0.057534246575342465,2606,8305.8,FUTURE,8345.1291,0.0971069480741781,0.015,-0.14287303991759748,True,0.28606604665150936,OK
2026-06-01,MO2606-C-7300.CFE,2026-06-22,CALL,7300.0,1023.6,117.0,154.0,0.057534246575342465,2606,8305.8,FUTURE,8345.1291,0.0971069480741781,0.015,-0.1290797177852617,False,0.3548187139371036,OK
2026-06-01,MO2606-P-7300.CFE,2026-06-22,PUT,7300.0,5.0,2289.0,2166.0,0.057534246575342465,2606,8305.8,FUTURE,8345.1291,0.0971069480741781,0.015,-0.1290797177852617,True,0.2760385724198491,OK
2026-06-01,MO2606-C-7400.CFE,2026-06-22,CALL,7400.0,924.6,169.0,1136.0,0.057534246575342465,2606,8305.8,FUTURE,8345.1291,0.0971069480741781,0.015,-0.1154740657294831,False,0.3286287982024043,OK
2026-06-01,MO2606-P-7400.CFE,2026-06-22,PUT,7400.0,7.4,2668.0,4459.0,0.057534246575342465,2606,8305.8,FUTURE,8345.1291,0.0971069480741781,0.015,-0.1154740657294831,True,0.2689855569417762,OK
2026-06-01,MO2606-C-7500.CFE,2026-06-22,CALL,7500.0,814.8,339.0,281.0,0.057534246575342465,2606,8305.8,FUTURE,8345.1291,0.0971069480741781,0.015,-0.10205104539734244,False,0.25593638495668547,OK
2026-06-01,MO2606-P-7500.CFE,2026-06-22,PUT,7500.0,11.6,3439.0,4979.0,0.057534246575342465,2606,8305.8,FUTURE,8345.1291,0.0971069480741781,0.015,-0.10205104539734244,True,0.2655003516771932,OK
2026-06-01,MO2606-C-7600.CFE,2026-06-22,CALL,7600.0,735.6,264.0,1298.0,0.057534246575342465,2606,8305.8,FUTURE,8345.1291,0.0971069480741781,0.015,-0.0888058186473217,False,0.3015562715872049,OK
2026-06-01,MO2606-P-7600.CFE,2026-06-22,PUT,7600.0,17.8,4994.0,6517.0,0.057534246575342465,2606,8305.8,FUTURE,8345.1291,0.0971069480741781,0.015,-0.0888058186473217,True,0.2621268431808256,OK
2026-06-01,MO2606-C-7700.CFE,2026-06-22,CALL,7700.0,638.0,168.0,538.0,0.057534246575342465,2606,8305.8,FUTURE,8345.1291,0.0971069480741781,0.015,-0.07573373707996897,False,0.27469454986736774,OK
2026-06-01,MO2606-P-7700.CFE,2026-06-22,PUT,7700.0,27.4,4176.0,5283.0,0.057534246575342465,2606,8305.8,FUTURE,8345.1291,0.0971069480741781,0.015,-0.07573373707996897,True,0.2607286817665161,OK
2026-06-01,MO2606-C-7800.CFE,2026-06-22,CALL,7800.0,550.0,391.0,1253.0,0.057534246575342465,2606,8305.8,FUTURE,8345.1291,0.0971069480741781,0.015,-0.06283033224406111,False,0.26735730520098755,OK
2026-06-01,MO2606-P-7800.CFE,2026-06-22,PUT,7800.0,42.0,7676.0,6886.0,0.057534246575342465,2606,8305.8,FUTURE,8345.1291,0.0971069480741781,0.015,-0.06283033224406111,True,0.2617614067911691,OK
2026-06-01,MO2606-C-7900.CFE,2026-06-22,CALL,7900.0,469.0,868.0,1419.0,0.057534246575342465,2606,8305.8,FUTURE,8345.1291,0.0971069480741781,0.015,-0.05009130646663138,False,0.2657318496829105,OK
2026-06-01,MO2606-P-7900.CFE,2026-06-22,PUT,7900.0,60.8,7172.0,5382.0,0.057534246575342465,2606,8305.8,FUTURE,8345.1291,0.0971069480741781,0.015,-0.05009130646663138,True,0.2608659139030489,OK
2026-06-01,MO2606-C-8000.CFE,2026-06-22,CALL,8000.0,395.8,2716.0,4031.0,0.057534246575342465,2606,8305.8,FUTURE,8345.1291,0.0971069480741781,0.015,-0.037512524259771175,False,0.2673824327883424,OK
2026-06-01,MO2606-P-8000.CFE,2026-06-22,PUT,8000.0,83.6,19779.0,10856.0,0.057534246575342465,2606,8305.8,FUTURE,8345.1291,0.0971069480741781,0.015,-0.037512524259771175,True,0.257162726721758,OK
2026-06-01,MO2606-C-8100.CFE,2026-06-22,CALL,8100.0,327.8,2326.0,1314.0,0.057534246575342465,2606,8305.8,FUTURE,8345.1291,0.0971069480741781,0.015,-0.02509000426121405,False,0.26667830636930034,OK
2026-06-01,MO2606-P-8100.CFE,2026-06-22,PUT,8100.0,114.0,8993.0,4932.0,0.057534246575342465,2606,8305.8,FUTURE,8345.1291,0.0971069480741781,0.015,-0.02509000426121405,True,0.25537280685490465,OK
2026-06-01,MO2606-C-8200.CFE,2026-06-22,CALL,8200.0,264.0,4353.0,3596.0,0.057534246575342465,2606,8305.8,FUTURE,8345.1291,0.0971069480741781,0.015,-0.012819911669399732,False,0.26221214019713146,OK
2026-06-01,MO2606-P-8200.CFE,2026-06-22,PUT,8200.0,150.8,12927.0,6810.0,0.057534246575342465,2606,8305.8,FUTURE,8345.1291,0.0971069480741781,0.015,-0.012819911669399732,True,0.25250626782974095,OK
2026-06-01,MO2606-C-8300.CFE,2026-06-22,CALL,8300.0,212.6,8284.0,3135.0,0.057534246575342465,2606,8305.8,FUTURE,8345.1291,0.0971069480741781,0.015,-0.0006985511370549478,False,0.26419318571710404,OK
2026-06-01,MO2606-P-8300.CFE,2026-06-22,PUT,8300.0,198.6,14903.0,4734.0,0.057534246575342465,2606,8305.8,FUTURE,8345.1291,0.0971069480741781,0.015,-0.0006985511370549478,True,0.2538515902863595,OK
2026-06-01,MO2606-C-8400.CFE,2026-06-22,CALL,8400.0,166.0,18808.0,7537.0,0.057534246575342465,2606,8305.8,FUTURE,8345.1291,0.0971069480741781,0.015,0.011277639909660717,True,0.2626353994107385,OK
2026-06-01,MO2606-P-8400.CFE,2026-06-22,PUT,8400.0,252.8,18501.0,6135.0,0.057534246575342465,2606,8305.8,FUTURE,8345.1291,0.0971069480741781,0.015,0.011277639909660717,False,0.2533129387190749,OK
2026-06-01,MO2606-C-8500.CFE,2026-06-22,CALL,8500.0,128.2,26413.0,7468.0,0.057534246575342465,2606,8305.8,FUTURE,8345.1291,0.0971069480741781,0.015,0.023112097556663533,True,0.26292377400230793,OK
2026-06-01,MO2606-P-8500.CFE,2026-06-22,PUT,8500.0,313.2,10135.0,6830.0,0.057534246575342465,2606,8305.8,FUTURE,8345.1291,0.0971069480741781,0.015,0.023112097556663533,False,0.25085451498702727,OK
2026-06-01,MO2606-C-8600.CFE,2026-06-22,CALL,8600.0,97.0,25200.0,12892.0,0.057534246575342465,2606,8305.8,FUTURE,8345.1291,0.0971069480741781,0.015,0.034808137319855,True,0.26288356237558164,OK
2026-06-01,MO2606-P-8600.CFE,2026-06-22,PUT,8600.0,380.8,5543.0,6209.0,0.057534246575342465,2606,8305.8,FUTURE,8345.1291,0.0971069480741781,0.015,0.034808137319855,False,0.24812070591862406,OK
2026-06-01,MO2606-C-8700.CFE,2026-06-22,CALL,8700.0,71.2,12705.0,9315.0,0.057534246575342465,2606,8305.8,FUTURE,8345.1291,0.0971069480741781,0.015,0.046368959720930955,True,0.2615584184191281,OK
2026-06-01,MO2606-P-8700.CFE,2026-06-22,PUT,8700.0,458.2,2687.0,4464.0,0.057534246575342465,2606,8305.8,FUTURE,8345.1291,0.0971069480741781,0.015,0.046368959720930955,False,0.2503251897949169,OK
2026-06-01,MO2606-C-8800.CFE,2026-06-22,CALL,8800.0,54.0,16771.0,14891.0,0.057534246575342465,2606,8305.8,FUTURE,8345.1291,0.0971069480741781,0.015,0.05779765554455368,True,0.2657554439352641,OK
2026-06-01,MO2606-P-8800.CFE,2026-06-22,PUT,8800.0,540.0,1653.0,3767.0,0.057534246575342465,2606,8305.8,FUTURE,8345.1291,0.0971069480741781,0.015,0.05779765554455368,False,0.2510549282890444,OK
2026-06-01,MO2606-C-8900.CFE,2026-06-22,CALL,8900.0,37.8,7501.0,7834.0,0.057534246575342465,2606,8305.8,FUTURE,8345.1291,0.0971069480741781,0.015,0.06909721079848702,True,0.26362245995246136,OK
2026-06-01,MO2606-P-8900.CFE,2026-06-22,PUT,8900.0,624.2,434.0,1024.0,0.057534246575342465,2606,8305.8,FUTURE,8345.1291,0.0971069480741781,0.015,0.06909721079848702,False,0.24684693470555596,OK
2026-06-01,MO2606-C-9000.CFE,2026-06-22,CALL,9000.0,27.8,13518.0,19703.0,0.057534246575342465,2606,8305.8,FUTURE,8345.1291,0.0971069480741781,0.015,0.08027051139661223,True,0.2670529764748293,OK
2026-06-01,MO2606-P-9000.CFE,2026-06-22,PUT,9000.0,706.2,354.0,2166.0,0.057534246575342465,2606,8305.8,FUTURE,8345.1291,0.0971069480741781,0.015,0.08027051139661223,False,0.2195114078138149,OK
2026-06-01,MO2606-C-9100.CFE,2026-06-22,CALL,9100.0,19.0,4777.0,5780.0,0.057534246575342465,2606,8305.8,FUTURE,8345.1291,0.0971069480741781,0.015,0.09132034758319718,True,0.2661488088279784,OK
2026-06-01,MO2606-P-9100.CFE,2026-06-22,PUT,9100.0,798.4,210.0,385.0,0.057534246575342465,2606,8305.8,FUTURE,8345.1291,0.0971069480741781,0.015,0.09132034758319718,False,0.20232699343947602,OK
2026-06-01,MO2606-C-9200.CFE,2026-06-22,CALL,9200.0,14.0,4509.0,8821.0,0.057534246575342465,2606,8305.8,FUTURE,8345.1291,0.0971069480741781,0.015,0.10224941811538742,True,0.27078087358540126,OK
2026-06-01,MO2606-P-9200.CFE,2026-06-22,PUT,9200.0,899.2,227.0,487.0,0.057534246575342465,2606,8305.8,FUTURE,8345.1291,0.0971069480741781,0.015,0.10224941811538742,False,0.2284253010298769,OK
2026-06-01,MO2606-C-9300.CFE,2026-06-22,CALL,9300.0,9.2,3213.0,5330.0,0.057534246575342465,2606,8305.8,FUTURE,8345.1291,0.0971069480741781,0.015,0.11306033421960303,True,0.26949839048803637,OK
2026-06-01,MO2606-P-9300.CFE,2026-06-22,PUT,9300.0,996.4,176.0,219.0,0.057534246575342465,2606,8305.8,FUTURE,8345.1291,0.0971069480741781,0.015,0.11306033421960303,False,0.2244596856259077,OK
2026-06-01,MO2606-C-9400.CFE,2026-06-22,CALL,9400.0,6.4,2314.0,6312.0,0.057534246575342465,2606,8305.8,FUTURE,8345.1291,0.0971069480741781,0.015,0.12375562333635115,True,0.27187959455193844,OK
2026-06-01,MO2606-P-9400.CFE,2026-06-22,PUT,9400.0,1086.2,159.0,331.0,0.057534246575342465,2606,8305.8,FUTURE,8345.1291,0.0971069480741781,0.015,,False,,价格不高于Black-76内在价值边界
2026-06-01,MO2606-C-9500.CFE,2026-06-22,CALL,9500.0,4.8,1776.0,4690.0,0.057534246575342465,2606,8305.8,FUTURE,8345.1291,0.0971069480741781,0.015,0.13433773266688806,True,0.27773471305165565,OK
2026-06-01,MO2606-P-9500.CFE,2026-06-22,PUT,9500.0,1192.2,182.0,209.0,0.057534246575342465,2606,8305.8,FUTURE,8345.1291,0.0971069480741781,0.015,,False,,价格不高于Black-76内在价值边界
2026-06-01,MO2606-C-9600.CFE,2026-06-22,CALL,9600.0,4.2,1401.0,5516.0,0.057534246575342465,2606,8305.8,FUTURE,8345.1291,0.0971069480741781,0.015,0.14480903253418345,True,0.28980707438912334,OK
2026-06-01,MO2606-P-9600.CFE,2026-06-22,PUT,9600.0,1282.6,173.0,231.0,0.057534246575342465,2606,8305.8,FUTURE,8345.1291,0.0971069480741781,0.015,,False,,价格不高于Black-76内在价值边界
2026-06-01,MO2606-C-9700.CFE,2026-06-22,CALL,9700.0,3.4,1627.0,3000.0,0.057534246575342465,2606,8305.8,FUTURE,8345.1291,0.0971069480741781,0.015,0.15517181956973,True,0.29799389178359414,OK
2026-06-01,MO2606-P-9700.CFE,2026-06-22,PUT,9700.0,1372.2,165.0,93.0,0.057534246575342465,2606,8305.8,FUTURE,8345.1291,0.0971069480741781,0.015,,False,,价格不高于Black-76内在价值边界
2026-06-01,MO2606-C-9800.CFE,2026-06-22,CALL,9800.0,3.2,1369.0,3584.0,0.057534246575342465,2606,8305.8,FUTURE,8345.1291,0.0971069480741781,0.015,0.16542831973691907,True,0.3120303429165105,OK
2026-06-01,MO2606-P-9800.CFE,2026-06-22,PUT,9800.0,1486.0,114.0,118.0,0.057534246575342465,2606,8305.8,FUTURE,8345.1291,0.0971069480741781,0.015,,False,,价格不高于Black-76内在价值边界
2026-06-01,MO2606-C-9900.CFE,2026-06-22,CALL,9900.0,3.2,1808.0,5181.0,0.057534246575342465,2606,8305.8,FUTURE,8345.1291,0.0971069480741781,0.015,0.17558069120093706,True,0.3282840242549473,OK
2026-06-01,MO2606-P-9900.CFE,2026-06-22,PUT,9900.0,1581.8,102.0,123.0,0.057534246575342465,2606,8305.8,FUTURE,8345.1291,0.0971069480741781,0.015,,False,,价格不高于Black-76内在价值边界
2026-06-01,MO2607-C-7400.CFE,2026-07-17,CALL,7400.0,907.8,51.0,149.0,0.12602739726027398,2607,8235.2,FUTURE,8345.1291,0.0971069480741781,0.015,-0.10693764970622899,False,0.30835855172251425,OK
2026-06-01,MO2607-P-7400.CFE,2026-07-17,PUT,7400.0,62.6,1152.0,2611.0,0.12602739726027398,2607,8235.2,FUTURE,8345.1291,0.0971069480741781,0.015,-0.10693764970622899,True,0.29093976201102545,OK
